Group ID,Group name,TLV value,Known TLV,TLV name,Function
8134,,16659072,✔,TlvTypeStartSessionDateTime,"Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/o/a, Lorg/xmlpush/v3/o/i, Lorg/xmlpush/v3/o/n, Lorg/xmlpush/v3/a/a, Lorg/xmlpush/v3/f/a, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/d/a, Lorg/xmlpush/v3/i/a"
8134,,16659328,✔,TlvTypeStopSessionDateTime,"Lorg/xmlpush/v3/o/k, Lorg/xmlpush/v3/o/a, Lorg/xmlpush/v3/o/b, Lorg/xmlpush/v3/o/n"
8134,,16659520,✔,TlvTypeDateTimeRef,"L/org/xmlpush/v3/h/c, L/org/xmlpush/v3/h/c"
8134,,16659776,✔,TlvTypeScheduleRepeat,"L/org/xmlpush/v3/h/c, L/org/xmlpush/v3/h/c"
8134,,16660032,✔,TlvTypeUnixMasterDateTime,
8134,,16660288,✔,TlvTypeUnixUTCDateTime,
8135,,16660544,✔,TlvTypeDurationInSeconds,Lorg/xmlpush/v3/f/b
8135,,16660864,✔,TlvTypeMasterRefTime,
8135,,16661120,✔,TlvTypeMasterRefTimeStart,
8135,values gps valid,16661376,✔,TlvTypeMasterRefTimeEnd,
8135,,16661568,✔,TlvTypeCounter,"Lorg/xmlpush/v3/q/c, Lorg/xmlpush/v3/h/c, L/org/xmlpush/v3/h/c"
8135,,16661888,✔,TlvTypeWhiteListEntry,type: byte array
8135,,16662144,✔,TlvTypeBlackListEntry,type: array
8135,,16662336,✔,TlvTypeBlackWhiteListingMode,
8136,config,16662576,✔,TlvTypeConfigEnabled,
8136,config,16662848,✔,TlvTypeConfigMaxRecordingSize,
8136,config,16663104,✔,TlvTypeConfigAudioQuality,"Lorg/xmlpush/v3/o/a, Lorg/xmlpush/v3/o/n, L/org/xmlpush/v3/h/c"
8136,config,16663344,✔,TlvTypeConfigVideoBlackAndWhite,"Lorg/xmlpush/v3/o/k, Lorg/xmlpush/v3/o/k, Lorg/xmlpush/v3/o/b, Lorg/xmlpush/v3/o/b, L/org/xmlpush/v3/h/c"
8136,config,16663616,✔,TlvTypeConfigVideoResolution,L/org/xmlpush/v3/h/c
8136,config,16663872,✔,TlvTypeConfigCaptureFrequency,"Lorg/xmlpush/v3/o/k, Lorg/xmlpush/v3/o/k, Lorg/xmlpush/v3/o/b, Lorg/xmlpush/v3/o/b, L/org/xmlpush/v3/h/c"
8136,config,16664128,✔,TlvTypeConfigVideoQuality,"Lorg/xmlpush/v3/o/k, Lorg/xmlpush/v3/o/k, Lorg/xmlpush/v3/o/b, Lorg/xmlpush/v3/o/b, L/org/xmlpush/v3/h/c"
8136,config,16664384,✔,TlvTypeConfigFilesStandardFilter,
8137,config,16664704,✔,TlvTypeConfigFilesCustomFilter,
8137,config,16664896,✔,TlvTypeConfigStandardLocation,
8137,config,16665216,✔,TlvTypeConfigCustomLocation,
8137,config,16665408,✔,TlvTypeConfigFileChunkSize,
8137,config,16665664,✔,TlvTypeConfigFileTransferSpeed,
8137,config,16665904,✔,TlvTypeConfigUploadFileOverwrite,
8137,config,16666160,✔,TlvTypeConfigDeleteOverReboot,
8137,config,16666496,✔,TlvTypeConfigCustomLocationException,
8138,master mobile,16666752,✔,TlvTypeExtraData,
8138,master mobile,16667008,✔,TlvTypeSignature,
8138,,16667264,✔,TlvTypeComments,
8138,,16667520,✔,TlvTypeDescription,
8138,,16667776,✔,TlvTypeFilenameExtension,"Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/f/b"
8138,,16668032,✔,TlvTypeSessionType,
8138,,16668224,✔,TlvTypePeriod,
8138,,16668512,✔,TlvTypeMobileTargetUID,"Lorg/xmlpush/v3/w, Lorg/xmlpush/v3/o/g, Lorg/xmlpush/v3/o/c, Lorg/xmlpush/v3/a/a, Lorg/xmlpush/v3/q/c, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/h/c, Lorg/xmlpush/v3/h/c, L/org/xmlpush/v3/o/h, L/org/xmlpush/v3/h/c, L/org/xmlpush/v3/h/c"
8139,,16668784,✔,TlvTypeMobileTargetID,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
8139,,16669072,✔,TlvTypeMobilePlaintext,
8139,,16669328,✔,TlvTypeMobileCompression,Lorg/xmlpush/v3/k
8139,,16669584,✔,TlvTypeMobileEncryption,"Lorg/xmlpush/v3/o/m, Lorg/xmlpush/v3/h/c"
8139,,16669824,✔,TlvTypeEncodingType,
8139,,16670576,✔,TlvTypePhoneNumber,"Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/t/d, Lorg/xmlpush/v3/a/a, Lorg/xmlpush/v3/f/a, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/d/a, Lorg/xmlpush/v3/i/a"
8140,custom config location mode,16670784,✔,TlvTypeConfigCustomLocationMode,
8140,custom config location mode,16672080,×,unknown,Lorg/xmlpush/v3/n/k
8140,custom config location mode,16671792,×,unknown,Lorg/xmlpush/v3/n/m
8142,network interface,16674928,✔,TlvTypeNetworkInterface,
8142,network interface,16675136,✔,TlvTypeNetworkInterfaceMode,
8142,network interface,16675440,✔,TlvTypeNetworkInterfaceAddress,
8142,network interface,16675696,✔,TlvTypeNetworkInterfaceNetmask,
8142,network interface,16675952,✔,TlvTypeNetworkInterfaceGateway,
8142,network interface,16676208,✔,TlvTypeNetworkInterfaceDNS_1,
8142,network interface,16676464,✔,TlvTypeNetworkInterfaceDNS_2,
8143,,16677440,✔,TlvTypeLoginTime,
8143,,16677696,✔,TlvTypeLogoffTime,
8143,,16678720,✔,TlvTypeGeneric_Type,
8144,,16678976,✔,TlvTypeChecksum,
8144,,16679280,✔,TlvTypeCity,
8144,,16679536,✔,TlvTypeCountry,
8144,,16679792,✔,TlvTypeCountryCode,
8146,,16683072,✔,TlvTypeTargetType,
8146,,16683392,✔,TlvTypeDurationString,Lorg/xmlpush/v3/o/a
8146,,16683904,×,unknown,Lorg/xmlpush/v3/n/m
8146,,16684848,×,unknown,"Lorg/xmlpush/v3/o/k, L/org/xmlpush/v3/h/c"
8160,,16712000,✔,TlvTypeTargetConnectionBroken,
8160,,16712256,✔,TlvTypeAgentConnectionBroken,
8160,,16712512,✔,TlvTypeTargetOffline,
8176,,16744768,✔,TlvTypeProxyConnectionBroken,
4242,,8688960,×,unknown,Lorg/xmlpush/v3/w
4242,,8689296,×,unknown,Lorg/xmlpush/v3/w
4242,,8689568,×,unknown,Lorg/xmlpush/v3/w
2752,,5636992,×,unknown,Lorg/xmlpush/v3/n/k
2752,,5637504,×,unknown,Lorg/xmlpush/v3/n/k
2752,,5637760,×,unknown,Lorg/xmlpush/v3/n/k
2752,,5636464,×,unknown,Lorg/xmlpush/v3/n/m
2752,,5636736,×,unknown,Lorg/xmlpush/v3/n/m
2752,,5637248,×,unknown,Lorg/xmlpush/v3/n/m
2753,,5638256,×,unknown,Lorg/xmlpush/v3/n/m
2753,,5638768,×,unknown,Lorg/xmlpush/v3/n/m
2754,,5641600,×,unknown,Lorg/xmlpush/v3/n/m
2754,,5640608,×,unknown,Lorg/xmlpush/v3/n/m
2754,,5641120,×,unknown,Lorg/xmlpush/v3/n/m
2754,,5640864,×,unknown,Lorg/xmlpush/v3/n/m
2754,,5640352,×,unknown,Lorg/xmlpush/v3/n/m
2218,,4542832,×,unknown,Lorg/xmlpush/v3/t/d
2218,,4542624,×,unknown,Lorg/xmlpush/v3/t/d
8147,,16685104,×,unknown,"Lorg/xmlpush/v3/o/k, L/org/xmlpush/v3/h/c"
8147,,16685392,×,unknown,"Lorg/xmlpush/v3/o/k, L/org/xmlpush/v3/h/c"
2658,,5444000,×,unknown,Lorg/xmlpush/v3/o/k
2658,,5444512,×,unknown,Lorg/xmlpush/v3/o/k
2656,,5440320,×,unknown,Lorg/xmlpush/v3/o/k
2656,,5439904,×,unknown,Lorg/xmlpush/v3/o/k
2660,,5447840,×,unknown,Lorg/xmlpush/v3/o/k
2722,,5575072,×,unknown,Lorg/xmlpush/v3/o/a
2722,,5575328,×,unknown,Lorg/xmlpush/v3/o/a
2722,config,5575840,×,unknown,Lorg/xmlpush/v3/o/a
2560,config,5243552,×,unknown,Lorg/xmlpush/v3/o/i
2560,config,5243296,×,unknown,Lorg/xmlpush/v3/o/i
4244,config,8693104,×,unknown,Lorg/xmlpush/v3/o/g
4244,config,8692080,×,unknown,Lorg/xmlpush/v3/o/g
4244,config,8692336,×,unknown,Lorg/xmlpush/v3/o/g
4244,config,8692592,×,unknown,Lorg/xmlpush/v3/o/g
4244,config,8692848,×,unknown,Lorg/xmlpush/v3/o/g
4244,config,8693360,×,unknown,Lorg/xmlpush/v3/o/g
4244,config,8691872,×,unknown,Lorg/xmlpush/v3/o/g
2690,config,5509536,×,unknown,Lorg/xmlpush/v3/o/b
2690,config,5510048,×,unknown,Lorg/xmlpush/v3/o/b
2692,config,5513376,×,unknown,Lorg/xmlpush/v3/o/b
2688,config,5505856,×,unknown,Lorg/xmlpush/v3/o/b
2688,config,5505440,×,unknown,Lorg/xmlpush/v3/o/b
2592,config,5309088,×,unknown,Lorg/xmlpush/v3/o/e
2602,,5329824,×,unknown,Lorg/xmlpush/v3/o/e
2602,,5330592,×,unknown,Lorg/xmlpush/v3/o/e
2602,,5329568,×,unknown,Lorg/xmlpush/v3/o/e
2602,,5330080,×,unknown,Lorg/xmlpush/v3/o/e
2596,,5317536,×,unknown,Lorg/xmlpush/v3/o/e
2596,,5317792,×,unknown,Lorg/xmlpush/v3/o/e
2596,,5318048,×,unknown,Lorg/xmlpush/v3/o/e
2596,,5317280,×,unknown,Lorg/xmlpush/v3/o/e
2594,,5313440,×,unknown,Lorg/xmlpush/v3/o/e
2594,,5312928,×,unknown,Lorg/xmlpush/v3/o/e
2594,,5313184,×,unknown,Lorg/xmlpush/v3/o/e
2600,,5325216,×,unknown,Lorg/xmlpush/v3/o/e
2598,,5321376,×,unknown,Lorg/xmlpush/v3/o/e
2598,,5322144,×,unknown,Lorg/xmlpush/v3/o/e
2784,mode location custom config,5703584,×,unknown,Lorg/xmlpush/v3/o/n
2784,mode location custom config,5703328,×,unknown,Lorg/xmlpush/v3/o/n
2784,mode location custom config,5702816,×,unknown,Lorg/xmlpush/v3/o/n
2784,interface network,5702032,×,unknown,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
2784,interface network,5702304,×,unknown,Lorg/xmlpush/v3/h/c
2785,interface network,5703808,×,unknown,Lorg/xmlpush/v3/o/n
2785,interface network,5704064,×,unknown,Lorg/xmlpush/v3/o/n
1757,interface network,3600000,×,unknown,Lorg/xmlpush/v3/b/f
2696,interface network,5521552,×,unknown,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
2696,interface network,5521568,×,unknown,Lorg/xmlpush/v3/h/c
2720,,5570960,×,unknown,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
2720,,5571232,×,unknown,Lorg/xmlpush/v3/h/c
2756,,5644432,×,unknown,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
2756,,5644704,×,unknown,Lorg/xmlpush/v3/h/c
2848,,5833104,×,unknown,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
2848,,5833376,×,unknown,Lorg/xmlpush/v3/h/c
3104,,6357392,×,unknown,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
3104,,6357664,×,unknown,Lorg/xmlpush/v3/h/c
2664,,5456016,×,unknown,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
2664,,5456288,×,unknown,Lorg/xmlpush/v3/h/c
4243,,8690064,×,unknown,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4243,,8690336,×,unknown,Lorg/xmlpush/v3/h/c
4243,,8689712,×,unknown,"Lorg/xmlpush/v3/h/c, L/org/xmlpush/v3/h/c"
2304,,4719008,×,unknown,Lorg/xmlpush/v3/d/a
2304,,4719232,×,unknown,Lorg/xmlpush/v3/d/a
3106,,6361200,×,unknown,Lorg/xmlpush/v3/k/c
16425,,33639248,×,unknown,Lorg/xmlpush/v3/h/a
48781,,99903492,×,unknown,"Lorg/b/b/e$gs, L/org/b/b/e$r"
41609,,85215461,×,unknown,"Lorg/b/b/e$df, L/org/b/b/e$j"
4494,,9203775,×,unknown,"Lorg/b/b/e$ol, L/org/b/b/e$pi"
25586,,52401552,×,unknown,"Lorg/b/b/e$js, L/org/b/b/e$x"
21214,,43446532,×,unknown,"Lorg/b/b/e$ec, L/org/b/b/e$m"
27793,,56920439,×,unknown,"Lorg/b/b/e$az, L/org/b/b/e$d"
26992,,55281185,×,unknown,"Lorg/b/b/e$nj, L/org/b/b/e$ag"
44308,,90744648,×,unknown,"Lorg/b/b/e$ew, L/org/b/b/e$ev"
